image_path,label,exists
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_857.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_858.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_859.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_86.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_860.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_861.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_862.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_863.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_864.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_865.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_866.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_867.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_868.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_869.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_87.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_870.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_871.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_872.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_873.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_874.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_875.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_876.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_877.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_878.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_879.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_88.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_880.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_881.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_882.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_883.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_884.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_885.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_886.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_887.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_888.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_889.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_89.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_890.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_891.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_892.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_893.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_894.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_895.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_896.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_897.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_898.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_899.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_9.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_90.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_900.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_901.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_902.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_903.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_904.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_905.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_906.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_907.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_908.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_909.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_91.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_910.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_911.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_912.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_913.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_914.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_915.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_916.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_917.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_918.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_919.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_92.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_920.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_921.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_922.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_923.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_924.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_925.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_926.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_927.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_928.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_929.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_93.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_930.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_931.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_932.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_933.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_934.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_935.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_936.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_937.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_938.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_939.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_94.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_940.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_941.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_942.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_943.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_944.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_945.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_946.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_947.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_948.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_949.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_95.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_950.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_951.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_952.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_953.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_954.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_955.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_956.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_957.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_958.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_959.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_96.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_960.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_961.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_962.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_963.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_964.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_965.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_966.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_967.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_968.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_969.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_97.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_970.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_971.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_972.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_973.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_974.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_975.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_976.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_977.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_978.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_979.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_98.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_980.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_981.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_982.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_983.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_984.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_985.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_986.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_987.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_988.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_989.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_99.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_990.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_991.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_992.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_993.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_994.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_995.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_996.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_997.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_998.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Brown Rust\brown_rust_999.png,Brown Rust,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_0.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_1.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_10.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_100.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_101.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_102.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_103.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_104.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_105.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_106.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_107.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_108.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_109.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_11.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_110.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_111.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_112.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_113.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_114.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_115.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_116.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_117.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_118.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_119.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_12.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_120.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_121.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_122.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_123.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_124.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_125.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_126.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_127.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_128.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_129.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_13.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_130.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_131.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_132.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_133.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_134.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_135.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_136.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_137.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_138.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_139.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_14.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_140.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_141.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_142.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_143.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_144.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_145.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_146.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_147.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_148.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_149.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_15.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_150.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_151.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_152.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_153.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_154.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_155.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_156.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_157.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_158.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_159.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_16.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_160.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_161.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_162.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_163.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_164.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_165.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_166.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_167.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_168.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_169.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_17.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_170.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_171.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_172.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_173.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_174.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_175.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_176.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_177.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_178.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_179.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_18.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_180.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_181.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_182.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_183.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_184.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_185.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_186.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_187.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_188.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_189.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_19.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_190.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_191.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_192.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_193.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_194.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_195.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_196.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_197.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_198.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_199.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_2.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_20.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_200.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_201.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_202.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_203.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_204.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_205.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_206.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_207.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_208.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_209.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_21.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_210.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_211.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_212.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_213.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_214.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_215.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_216.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_217.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_218.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_219.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_22.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_220.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_221.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_222.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_223.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_224.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_225.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_226.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_227.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_228.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_229.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_23.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_230.png,Common Root Rot,True
./data/wheat-plant-diseases/data\train\Common Root Rot\common_root_rot_231.png,Common Root Rot,True
